Learning Rate: 0.01, Max Iterations: 100, Num Hidden Layers: 2,,,,,,,
Iteration,Set 1 Testing Logistic Accuracy,Set 1 Testing TanH Accuracy,Set 1 Testing ReLu Accuracy,Logistic Loss,TanH Loss,ReLu Loss,Set 1 Training Logistic Accuracy,Set 1 Training TanH Accuracy,set 1 Training ReLu Accuracy
16,0.810185185,0.768518519,0.740740741,0.422819726,0.538685082,0.573357718,0.806949807,0.767567568,0.733590734
17,0.793981481,0.759259259,0.743055556,0.417297878,0.539754371,0.567542864,0.799227799,0.74980695,0.725096525
18,0.803240741,0.761574074,0.75,0.452387877,0.539935702,0.555542274,0.768339768,0.752895753,0.748262548
19,0.789351852,0.752314815,0.743055556,0.450981893,0.546518376,0.558221087,0.787644788,0.742084942,0.747490347
20,0.805555556,0.773148148,0.752314815,0.415387036,0.552576325,0.568858405,0.816216216,0.770656371,0.745945946
21,0.81712963,0.768518519,0.752314815,0.407373179,0.53191713,0.56602308,0.832432432,0.778378378,0.737451737
22,0.824074074,0.773148148,0.74537037,0.389862258,0.532157085,0.546214607,0.84015444,0.776833977,0.735907336
23,0.8125,0.768518519,0.747685185,0.386944366,0.498003547,0.549038679,0.836293436,0.778378378,0.737451737
24,0.831018519,0.756944444,0.75462963,0.383144681,0.501392855,0.53606442,0.841698842,0.776833977,0.741312741
25,0.835648148,0.777777778,0.75,0.387426561,0.513688653,0.528832078,0.832432432,0.785328185,0.73976834
26,0.831018519,0.773148148,0.752314815,0.395308828,0.512062772,0.533109906,0.839382239,0.784555985,0.745173745
27,0.831018519,0.775462963,0.761574074,0.394433837,0.487362298,0.518369451,0.844015444,0.788416988,0.742857143
28,0.821759259,0.775462963,0.759259259,0.376449341,0.486936026,0.509928106,0.837837838,0.789189189,0.74980695
29,0.821759259,0.773148148,0.75462963,0.393839384,0.485954556,0.505181532,0.837065637,0.788416988,0.756756757
30,0.849537037,0.777777778,0.759259259,0.374294669,0.506094575,0.490543126,0.842471042,0.793822394,0.767567568
31,0.826388889,0.773148148,0.761574074,0.371736986,0.493180883,0.490285705,0.844787645,0.771428571,0.777606178
32,0.854166667,0.766203704,0.780092593,0.368360119,0.491585805,0.492810511,0.847104247,0.786872587,0.76988417
33,0.854166667,0.775462963,0.773148148,0.362516695,0.494874275,0.490634072,0.846332046,0.789189189,0.782239382
34,0.81712963,0.775462963,0.777777778,0.367885703,0.49380299,0.489433225,0.839382239,0.77992278,0.781467181
35,0.835648148,0.773148148,0.770833333,0.399224101,0.507640519,0.472443408,0.840926641,0.765250965,0.789189189
36,0.8125,0.763888889,0.770833333,0.430546791,0.491381857,0.476381948,0.834749035,0.761389961,0.770656371
37,0.833333333,0.766203704,0.773148148,0.405167732,0.501970815,0.473228428,0.842471042,0.784555985,0.783783784
38,0.831018519,0.770833333,0.793981481,0.376647672,0.478482585,0.468010008,0.847876448,0.783783784,0.786872587
39,0.833333333,0.775462963,0.777777778,0.365764571,0.476501388,0.470288129,0.844015444,0.771428571,0.785328185
40,0.842592593,0.775462963,0.775462963,0.371186963,0.524890605,0.464597326,0.847104247,0.786100386,0.782239382
41,0.826388889,0.773148148,0.787037037,0.36719432,0.525228752,0.46464596,0.824710425,0.781467181,0.797683398
42,0.835648148,0.773148148,0.784722222,0.411897355,0.485099349,0.466616487,0.840926641,0.786100386,0.786872587
43,0.814814815,0.775462963,0.789351852,0.393866753,0.476804167,0.480789681,0.813127413,0.784555985,0.784555985
44,0.768518519,0.775462963,0.787037037,0.428205927,0.483877752,0.488737108,0.776061776,0.779150579,0.786100386
45,0.837962963,0.777777778,0.784722222,0.448111248,0.483151205,0.487410344,0.84015444,0.792277992,0.793822394
46,0.814814815,0.773148148,0.782407407,0.387914396,0.475647371,0.495864526,0.84015444,0.791505792,0.77992278
47,0.824074074,0.775462963,0.791666667,0.37953856,0.48426607,0.498237921,0.840926641,0.792277992,0.78996139
48,0.835648148,0.775462963,0.747685185,0.365571108,0.490702184,0.49509794,0.846332046,0.776061776,0.745945946
49,0.826388889,0.768518519,0.782407407,0.359435862,0.482444888,0.503972424,0.844787645,0.787644788,0.783011583
50,0.8125,0.752314815,0.780092593,0.359334339,0.498007786,0.470394418,0.838610039,0.76988417,0.781467181
51,0.844907407,0.787037037,0.796296296,0.358137974,0.506382427,0.465450683,0.845559846,0.801544402,0.790733591
52,0.856481481,0.780092593,0.787037037,0.380806362,0.489899425,0.460543257,0.838610039,0.78996139,0.783011583
53,0.824074074,0.793981481,0.798611111,0.374284056,0.47264208,0.467706244,0.838610039,0.806177606,0.792277992
54,0.831018519,0.768518519,0.793981481,0.363341177,0.472052111,0.466968322,0.839382239,0.786100386,0.790733591
55,0.826388889,0.782407407,0.787037037,0.360119757,0.473376609,0.496338746,0.842471042,0.787644788,0.8
56,0.849537037,0.780092593,0.791666667,0.368598489,0.480939332,0.467127195,0.845559846,0.77992278,0.795366795
57,0.849537037,0.773148148,0.768518519,0.369571772,0.49763872,0.463739034,0.846332046,0.786872587,0.777606178
58,0.833333333,0.793981481,0.777777778,0.352192242,0.481774948,0.47099414,0.844015444,0.787644788,0.785328185
59,0.826388889,0.777777778,0.738425926,0.355729934,0.509355288,0.482427895,0.84015444,0.791505792,0.745945946
60,0.828703704,0.784722222,0.787037037,0.360087361,0.486137093,0.498190516,0.845559846,0.795366795,0.785328185
61,0.835648148,0.777777778,0.796296296,0.361510309,0.47197272,0.468633361,0.837837838,0.788416988,0.786872587
62,0.837962963,0.787037037,0.775462963,0.369834272,0.471966534,0.463613686,0.837837838,0.793822394,0.782239382
63,0.814814815,0.777777778,0.793981481,0.380378974,0.488188304,0.463830547,0.831660232,0.792277992,0.78996139
64,0.833333333,0.803240741,0.796296296,0.370927363,0.476619394,0.470780084,0.843243243,0.806949807,0.795366795
65,0.835648148,0.773148148,0.791666667,0.369366106,0.471455715,0.473319547,0.840926641,0.797683398,0.795366795
66,0.837962963,0.791666667,0.782407407,0.371200792,0.468221839,0.475896253,0.848648649,0.803088803,0.77992278
67,0.824074074,0.780092593,0.793981481,0.378924281,0.475327985,0.480046507,0.840926641,0.782239382,0.789189189
68,0.835648148,0.780092593,0.789351852,0.355326493,0.487130391,0.472003972,0.844015444,0.791505792,0.796138996
69,0.837962963,0.763888889,0.798611111,0.350890965,0.478094982,0.469009027,0.845559846,0.775289575,0.786872587
70,0.828703704,0.791666667,0.798611111,0.356359406,0.505413083,0.510953951,0.846332046,0.784555985,0.783011583
71,0.803240741,0.780092593,0.793981481,0.357605109,0.495048998,0.466494049,0.829343629,0.787644788,0.797683398
72,0.840277778,0.782407407,0.796296296,0.363594718,0.480758816,0.458784026,0.845559846,0.799227799,0.796911197
73,0.835648148,0.782407407,0.787037037,0.353062877,0.469536838,0.460954567,0.845559846,0.800772201,0.795366795
74,0.840277778,0.773148148,0.793981481,0.352835763,0.478618452,0.458102409,0.84015444,0.780694981,0.780694981
75,0.826388889,0.789351852,0.798611111,0.37158433,0.478061584,0.485514867,0.824710425,0.802316602,0.788416988
76,0.851851852,0.784722222,0.796296296,0.37841973,0.471350127,0.483293388,0.844015444,0.802316602,0.782239382
77,0.849537037,0.784722222,0.787037037,0.372989584,0.469774055,0.485606026,0.836293436,0.803088803,0.782239382
78,0.847222222,0.789351852,0.787037037,0.378733779,0.472484822,0.472894384,0.838610039,0.793050193,0.780694981
79,0.844907407,0.777777778,0.798611111,0.367641204,0.469192339,0.482841744,0.841698842,0.801544402,0.793822394
80,0.842592593,0.784722222,0.791666667,0.352505548,0.475422271,0.46225156,0.844787645,0.796138996,0.781467181
81,0.840277778,0.74537037,0.791666667,0.350512473,0.472478231,0.475724778,0.847104247,0.754440154,0.802316602
82,0.837962963,0.796296296,0.782407407,0.349524771,0.505537342,0.463156244,0.847104247,0.78996139,0.782239382
83,0.819444444,0.773148148,0.789351852,0.354044972,0.483256941,0.482029473,0.830888031,0.788416988,0.796138996
84,0.826388889,0.791666667,0.793981481,0.372880747,0.482446591,0.483675501,0.837837838,0.794594595,0.793822394
85,0.835648148,0.773148148,0.791666667,0.362716257,0.478136342,0.473289892,0.847876448,0.779150579,0.782239382
86,0.849537037,0.773148148,0.770833333,0.35378924,0.509522999,0.490687675,0.838610039,0.778378378,0.762162162
87,0.847222222,0.803240741,0.791666667,0.375516623,0.468625407,0.508751251,0.836293436,0.8,0.782239382
88,0.842592593,0.789351852,0.789351852,0.362311716,0.466056354,0.473597212,0.837065637,0.798455598,0.798455598
89,0.854166667,0.798611111,0.789351852,0.363747048,0.465429279,0.459993692,0.844015444,0.801544402,0.794594595
90,0.831018519,0.800925926,0.796296296,0.354961684,0.463892149,0.463484217,0.846332046,0.803861004,0.794594595
91,0.837962963,0.784722222,0.796296296,0.356503346,0.464415141,0.466926305,0.843243243,0.800772201,0.783011583
92,0.844907407,0.789351852,0.798611111,0.354844684,0.467165403,0.46817035,0.844015444,0.801544402,0.785328185
93,0.833333333,0.800925926,0.791666667,0.359681188,0.467633697,0.471955523,0.850965251,0.801544402,0.794594595
94,0.837962963,0.805555556,0.791666667,0.366387626,0.463855537,0.46520907,0.841698842,0.803088803,0.797683398
95,0.847222222,0.798611111,0.793981481,0.364307913,0.468912389,0.463230143,0.846332046,0.800772201,0.796138996
96,0.835648148,0.782407407,0.793981481,0.358686638,0.470711279,0.458322184,0.845559846,0.802316602,0.790733591
97,0.824074074,0.770833333,0.793981481,0.357908732,0.499642446,0.474036847,0.826254826,0.771428571,0.783011583
98,0.828703704,0.777777778,0.789351852,0.38976856,0.490602813,0.471792061,0.826254826,0.786872587,0.783783784
99,0.851851852,0.763888889,0.793981481,0.37270712,0.489504619,0.46644391,0.844787645,0.771428571,0.795366795
Learning Rate: 0.1, Max Iterations: 200, Num Hidden Layers: 2,,,,,,,
Iteration,Set 7 Testing Logistic Accuracy,Set 7 Testing TanH Accuracy,Set 7 Testing ReLu Accuracy,Logistic Loss,TanH Loss,ReLu Loss,Set 7 Training Logistic Accuracy,Set 7 Training TanH Accuracy,set 7 Training ReLu Accuracy
0,0.701388889,0.701388889,0.701388889,1.169903743,1.123793017,1.461172657,0.6996139,0.6996139,0.6996139
1,0.701388889,0.701388889,0.701388889,0.84467348,0.837125064,0.897822554,0.6996139,0.6996139,0.6996139
2,0.701388889,0.701388889,0.701388889,0.862687354,0.838538546,0.84351101,0.6996139,0.6996139,0.6996139
3,0.701388889,0.701388889,0.701388889,0.864736348,0.837886446,0.841398217,0.6996139,0.6996139,0.6996139
4,0.701388889,0.701388889,0.701388889,0.847461189,0.836246004,0.835087014,0.6996139,0.6996139,0.6996139
5,0.701388889,0.701388889,0.701388889,0.83664651,0.834408129,0.835014553,0.6996139,0.6996139,0.6996139
6,0.701388889,0.701388889,0.701388889,0.834717382,0.833239494,0.832863779,0.6996139,0.6996139,0.6996139
7,0.701388889,0.701388889,0.701388889,0.834251105,0.832722195,0.832925917,0.6996139,0.6996139,0.6996139
8,0.701388889,0.701388889,0.701388889,0.833262846,0.832838535,0.832166609,0.6996139,0.6996139,0.6996139
9,0.701388889,0.701388889,0.701388889,0.831938213,0.833401262,0.831911275,0.6996139,0.6996139,0.6996139
10,0.701388889,0.701388889,0.701388889,0.831673034,0.832571378,0.831886996,0.6996139,0.6996139,0.6996139
11,0.701388889,0.701388889,0.701388889,0.832290568,0.835328271,0.83186134,0.6996139,0.6996139,0.6996139
12,0.701388889,0.701388889,0.701388889,0.834119428,0.841847222,0.831945414,0.6996139,0.6996139,0.6996139
13,0.701388889,0.701388889,0.701388889,0.832553926,0.836154487,0.831820597,0.6996139,0.6996139,0.6996139
14,0.701388889,0.701388889,0.701388889,0.833404447,0.833353825,0.831741474,0.6996139,0.6996139,0.6996139
15,0.701388889,0.701388889,0.701388889,0.837181064,0.837089579,0.831752959,0.6996139,0.6996139,0.6996139
16,0.701388889,0.701388889,0.701388889,0.838102321,0.836674699,0.831674277,0.6996139,0.6996139,0.6996139
17,0.701388889,0.701388889,0.701388889,0.834024277,0.834344955,0.831816073,0.6996139,0.6996139,0.6996139
18,0.701388889,0.701388889,0.701388889,0.83269094,0.840607417,0.832026824,0.6996139,0.6996139,0.6996139
19,0.701388889,0.701388889,0.701388889,0.832654454,0.836071766,0.831781319,0.6996139,0.6996139,0.6996139
20,0.701388889,0.701388889,0.701388889,0.832990507,0.839378592,0.832031334,0.6996139,0.6996139,0.6996139
21,0.701388889,0.701388889,0.701388889,0.833747052,0.835798267,0.831379366,0.6996139,0.6996139,0.6996139
22,0.701388889,0.701388889,0.701388889,0.836166573,0.844657799,0.832194735,0.6996139,0.6996139,0.6996139
23,0.701388889,0.701388889,0.701388889,0.836646392,0.840883805,0.832418249,0.6996139,0.6996139,0.6996139
24,0.701388889,0.701388889,0.701388889,0.834631118,0.8350169,0.831568173,0.6996139,0.6996139,0.6996139
25,0.701388889,0.701388889,0.701388889,0.834353792,0.833682127,0.831955452,0.6996139,0.6996139,0.6996139
26,0.701388889,0.701388889,0.701388889,0.832547544,0.833805102,0.831664638,0.6996139,0.6996139,0.6996139
27,0.701388889,0.701388889,0.701388889,0.832004634,0.83161275,0.831929116,0.6996139,0.6996139,0.6996139
28,0.701388889,0.701388889,0.701388889,0.834319667,0.837422177,0.831844471,0.6996139,0.6996139,0.6996139
29,0.701388889,0.701388889,0.701388889,0.832409756,0.834016839,0.832691281,0.6996139,0.6996139,0.6996139
30,0.701388889,0.701388889,0.701388889,0.83508123,0.833078768,0.832129833,0.6996139,0.6996139,0.6996139
31,0.701388889,0.701388889,0.701388889,0.833520758,0.833977905,0.831764298,0.6996139,0.6996139,0.6996139
32,0.701388889,0.701388889,0.701388889,0.831724924,0.833263105,0.831975986,0.6996139,0.6996139,0.6996139
33,0.701388889,0.701388889,0.701388889,0.831958919,0.832978407,0.832024258,0.6996139,0.6996139,0.6996139
34,0.701388889,0.701388889,0.701388889,0.832684607,0.834024458,0.832002558,0.6996139,0.6996139,0.6996139
35,0.701388889,0.701388889,0.701388889,0.83235656,0.83272614,0.833019176,0.6996139,0.6996139,0.6996139
36,0.701388889,0.701388889,0.701388889,0.832946943,0.836190685,0.832140338,0.6996139,0.6996139,0.6996139
37,0.701388889,0.701388889,0.701388889,0.832528469,0.83555142,0.831567842,0.6996139,0.6996139,0.6996139
38,0.701388889,0.701388889,0.701388889,0.832498054,0.832570401,0.831889816,0.6996139,0.6996139,0.6996139
39,0.701388889,0.701388889,0.701388889,0.833452868,0.834154684,0.832325992,0.6996139,0.6996139,0.6996139
40,0.701388889,0.701388889,0.701388889,0.835477769,0.834248158,0.831909788,0.6996139,0.6996139,0.6996139
41,0.701388889,0.701388889,0.701388889,0.83416276,0.834084756,0.831704854,0.6996139,0.6996139,0.6996139
42,0.701388889,0.701388889,0.701388889,0.832823362,0.835644904,0.832078125,0.6996139,0.6996139,0.6996139
43,0.701388889,0.701388889,0.701388889,0.835899028,0.83205507,0.832140144,0.6996139,0.6996139,0.6996139
44,0.701388889,0.701388889,0.701388889,0.832004348,0.833689054,0.832014666,0.6996139,0.6996139,0.6996139
45,0.701388889,0.701388889,0.701388889,0.832597434,0.835068273,0.832419172,0.6996139,0.6996139,0.6996139
46,0.701388889,0.701388889,0.701388889,0.838451967,0.833441866,0.831728759,0.6996139,0.6996139,0.6996139
47,0.701388889,0.701388889,0.701388889,0.835637134,0.834328759,0.832324828,0.6996139,0.6996139,0.6996139
48,0.701388889,0.701388889,0.701388889,0.840118066,0.83503339,0.83156154,0.6996139,0.6996139,0.6996139
49,0.701388889,0.701388889,0.701388889,0.845087851,0.837315742,0.832708202,0.6996139,0.6996139,0.6996139
50,0.701388889,0.701388889,0.701388889,0.836450128,0.834784557,0.833689338,0.6996139,0.6996139,0.6996139
51,0.701388889,0.701388889,0.701388889,0.838289151,0.840671322,0.833841007,0.6996139,0.6996139,0.6996139
52,0.701388889,0.701388889,0.701388889,0.832933787,0.843228509,0.832222264,0.6996139,0.6996139,0.6996139
53,0.701388889,0.701388889,0.701388889,0.836407287,0.835626023,0.833338958,0.6996139,0.6996139,0.6996139
54,0.701388889,0.701388889,0.701388889,0.832079975,0.835338615,0.833988701,0.6996139,0.6996139,0.6996139
55,0.701388889,0.701388889,0.701388889,0.832389101,0.835336214,0.834196673,0.6996139,0.6996139,0.6996139
56,0.701388889,0.701388889,0.701388889,0.833028213,0.837782815,0.831580323,0.6996139,0.6996139,0.6996139
57,0.701388889,0.701388889,0.701388889,0.833093996,0.838922944,0.832379551,0.6996139,0.6996139,0.6996139
58,0.701388889,0.701388889,0.701388889,0.832065389,0.833029306,0.832465544,0.6996139,0.6996139,0.6996139
59,0.701388889,0.701388889,0.701388889,0.832457313,0.834500111,0.832840767,0.6996139,0.6996139,0.6996139
60,0.701388889,0.701388889,0.701388889,0.8359005,0.832688206,0.831902556,0.6996139,0.6996139,0.6996139
61,0.701388889,0.701388889,0.701388889,0.831794201,0.835755429,0.832035787,0.6996139,0.6996139,0.6996139
62,0.701388889,0.701388889,0.701388889,0.83400848,0.835746995,0.832361517,0.6996139,0.6996139,0.6996139
63,0.701388889,0.701388889,0.701388889,0.832033477,0.833654488,0.832678145,0.6996139,0.6996139,0.6996139
64,0.701388889,0.701388889,0.701388889,0.83347743,0.832560832,0.832356383,0.6996139,0.6996139,0.6996139
65,0.701388889,0.701388889,0.701388889,0.833037052,0.836855626,0.832473739,0.6996139,0.6996139,0.6996139
66,0.701388889,0.701388889,0.701388889,0.833082936,0.835977808,0.832616392,0.6996139,0.6996139,0.6996139
67,0.701388889,0.701388889,0.701388889,0.834647673,0.83774851,0.832211341,0.6996139,0.6996139,0.6996139
68,0.701388889,0.701388889,0.701388889,0.835758156,0.833468689,0.832183976,0.6996139,0.6996139,0.6996139
69,0.701388889,0.701388889,0.701388889,0.832113178,0.833018599,0.832088864,0.6996139,0.6996139,0.6996139
70,0.701388889,0.701388889,0.701388889,0.831949707,0.833407857,0.832135096,0.6996139,0.6996139,0.6996139
71,0.701388889,0.701388889,0.701388889,0.832095524,0.834288236,0.834372655,0.6996139,0.6996139,0.6996139
72,0.701388889,0.701388889,0.701388889,0.832504933,0.834363093,0.834203416,0.6996139,0.6996139,0.6996139
73,0.701388889,0.701388889,0.701388889,0.833358828,0.833066997,0.832416144,0.6996139,0.6996139,0.6996139
74,0.701388889,0.701388889,0.701388889,0.832792957,0.832722389,0.832683046,0.6996139,0.6996139,0.6996139
75,0.701388889,0.701388889,0.701388889,0.833626908,0.832552835,0.832150398,0.6996139,0.6996139,0.6996139
76,0.701388889,0.701388889,0.701388889,0.834331719,0.833519858,0.832590463,0.6996139,0.6996139,0.6996139
77,0.701388889,0.701388889,0.701388889,0.833361624,0.838334988,0.832937834,0.6996139,0.6996139,0.6996139
78,0.701388889,0.701388889,0.701388889,0.834874591,0.836637819,0.832296919,0.6996139,0.6996139,0.6996139
79,0.701388889,0.701388889,0.701388889,0.834666497,0.841085209,0.831950232,0.6996139,0.6996139,0.6996139
80,0.701388889,0.701388889,0.701388889,0.832774091,0.833759975,0.83234498,0.6996139,0.6996139,0.6996139
81,0.701388889,0.701388889,0.701388889,0.832549007,0.83338299,0.832206075,0.6996139,0.6996139,0.6996139
82,0.701388889,0.701388889,0.701388889,0.833210236,0.834348822,0.832360607,0.6996139,0.6996139,0.6996139
83,0.701388889,0.701388889,0.701388889,0.832925013,0.835356741,0.832024557,0.6996139,0.6996139,0.6996139
84,0.701388889,0.701388889,0.701388889,0.833497181,0.835426398,0.831901632,0.6996139,0.6996139,0.6996139
85,0.701388889,0.701388889,0.701388889,0.836417221,0.833493152,0.832107773,0.6996139,0.6996139,0.6996139
86,0.701388889,0.701388889,0.701388889,0.835566865,0.832688303,0.832724421,0.6996139,0.6996139,0.6996139
87,0.701388889,0.701388889,0.701388889,0.833758689,0.83318299,0.832682862,0.6996139,0.6996139,0.6996139
88,0.701388889,0.701388889,0.701388889,0.833039929,0.835806315,0.832689702,0.6996139,0.6996139,0.6996139
89,0.701388889,0.701388889,0.701388889,0.833763825,0.836674556,0.832124831,0.6996139,0.6996139,0.6996139
90,0.701388889,0.701388889,0.701388889,0.832392775,0.831912838,0.831866054,0.6996139,0.6996139,0.6996139
91,0.701388889,0.701388889,0.701388889,0.832659397,0.833989047,0.83227172,0.6996139,0.6996139,0.6996139
92,0.701388889,0.701388889,0.701388889,0.834741817,0.833304428,0.833675084,0.6996139,0.6996139,0.6996139
93,0.701388889,0.701388889,0.701388889,0.833156066,0.836690498,0.833718997,0.6996139,0.6996139,0.6996139
94,0.701388889,0.701388889,0.701388889,0.833944308,0.836300213,0.831371864,0.6996139,0.6996139,0.6996139
95,0.701388889,0.701388889,0.701388889,0.83391635,0.837960596,0.833345171,0.6996139,0.6996139,0.6996139
96,0.701388889,0.701388889,0.701388889,0.832678333,0.844197991,0.832594257,0.6996139,0.6996139,0.6996139
97,0.701388889,0.701388889,0.701388889,0.834934747,0.838677519,0.83207965,0.6996139,0.6996139,0.6996139
98,0.701388889,0.701388889,0.701388889,0.832661942,0.841549315,0.832479033,0.6996139,0.6996139,0.6996139
99,0.701388889,0.701388889,0.701388889,0.834029772,0.837912781,0.83276863,0.6996139,0.6996139,0.6996139
100,0.701388889,0.701388889,0.701388889,0.834966538,0.83270728,0.833682595,0.6996139,0.6996139,0.6996139
101,0.701388889,0.701388889,0.701388889,0.8334024,0.838709356,0.83204262,0.6996139,0.6996139,0.6996139
102,0.701388889,0.701388889,0.701388889,0.832481084,0.833009966,0.833032758,0.6996139,0.6996139,0.6996139
103,0.701388889,0.701388889,0.701388889,0.83496945,0.832891553,0.83343818,0.6996139,0.6996139,0.6996139
104,0.701388889,0.701388889,0.701388889,0.832610091,0.833723453,0.834172688,0.6996139,0.6996139,0.6996139
105,0.701388889,0.701388889,0.701388889,0.833343974,0.835989135,0.832818254,0.6996139,0.6996139,0.6996139
106,0.701388889,0.701388889,0.701388889,0.836310244,0.842910677,0.832515007,0.6996139,0.6996139,0.6996139
107,0.701388889,0.701388889,0.701388889,0.83520297,0.83906658,0.832829499,0.6996139,0.6996139,0.6996139
108,0.701388889,0.701388889,0.701388889,0.832213266,0.838031258,0.831532968,0.6996139,0.6996139,0.6996139
109,0.701388889,0.701388889,0.701388889,0.832139603,0.835232432,0.83298261,0.6996139,0.6996139,0.6996139
110,0.701388889,0.701388889,0.701388889,0.83342165,0.834572295,0.831738112,0.6996139,0.6996139,0.6996139
111,0.701388889,0.701388889,0.701388889,0.832324451,0.83900436,0.832395311,0.6996139,0.6996139,0.6996139
112,0.701388889,0.701388889,0.701388889,0.832800293,0.839472707,0.832566702,0.6996139,0.6996139,0.6996139
113,0.701388889,0.701388889,0.701388889,0.832854212,0.83962353,0.832504448,0.6996139,0.6996139,0.6996139
114,0.701388889,0.701388889,0.701388889,0.831845955,0.835323212,0.832856872,0.6996139,0.6996139,0.6996139
115,0.701388889,0.701388889,0.701388889,0.83375703,0.839461758,0.83165941,0.6996139,0.6996139,0.6996139
116,0.701388889,0.701388889,0.701388889,0.832713216,0.83660346,0.832191058,0.6996139,0.6996139,0.6996139
117,0.701388889,0.701388889,0.701388889,0.833120947,0.841183124,0.833118641,0.6996139,0.6996139,0.6996139
118,0.701388889,0.701388889,0.701388889,0.832949948,0.838732133,0.832955851,0.6996139,0.6996139,0.6996139
119,0.701388889,0.701388889,0.701388889,0.832718896,0.842543292,0.831912638,0.6996139,0.6996139,0.6996139
120,0.701388889,0.701388889,0.701388889,0.833260533,0.833478121,0.832274216,0.6996139,0.6996139,0.6996139
121,0.701388889,0.701388889,0.701388889,0.832627722,0.837134245,0.83236635,0.6996139,0.6996139,0.6996139
122,0.701388889,0.701388889,0.701388889,0.836228324,0.836497278,0.831612302,0.6996139,0.6996139,0.6996139
123,0.701388889,0.701388889,0.701388889,0.834019779,0.833275253,0.833876087,0.6996139,0.6996139,0.6996139
124,0.701388889,0.701388889,0.701388889,0.841289797,0.834636651,0.833568856,0.6996139,0.6996139,0.6996139
125,0.701388889,0.701388889,0.701388889,0.834051061,0.834250268,0.832061561,0.6996139,0.6996139,0.6996139
126,0.701388889,0.701388889,0.701388889,0.833579976,0.836591308,0.832423857,0.6996139,0.6996139,0.6996139
127,0.701388889,0.701388889,0.701388889,0.833752344,0.833238571,0.832026186,0.6996139,0.6996139,0.6996139
128,0.701388889,0.701388889,0.701388889,0.833180891,0.833715065,0.832620126,0.6996139,0.6996139,0.6996139
129,0.701388889,0.701388889,0.701388889,0.832643838,0.832100803,0.83288963,0.6996139,0.6996139,0.6996139
130,0.701388889,0.701388889,0.701388889,0.834145416,0.837043822,0.832507491,0.6996139,0.6996139,0.6996139
131,0.701388889,0.701388889,0.701388889,0.833134385,0.838059976,0.831840986,0.6996139,0.6996139,0.6996139
132,0.701388889,0.701388889,0.701388889,0.833005626,0.836554588,0.832467446,0.6996139,0.6996139,0.6996139
133,0.701388889,0.701388889,0.701388889,0.835031312,0.84063703,0.832761279,0.6996139,0.6996139,0.6996139
134,0.701388889,0.701388889,0.701388889,0.833708703,0.837128774,0.831814516,0.6996139,0.6996139,0.6996139
135,0.701388889,0.701388889,0.701388889,0.831715164,0.834431077,0.832111922,0.6996139,0.6996139,0.6996139
136,0.701388889,0.701388889,0.701388889,0.831538351,0.833578505,0.831976862,0.6996139,0.6996139,0.6996139
137,0.701388889,0.701388889,0.701388889,0.832979816,0.835725322,0.832082611,0.6996139,0.6996139,0.6996139
138,0.701388889,0.701388889,0.701388889,0.81317876,0.838855595,0.832208858,0.6996139,0.6996139,0.6996139
139,0.701388889,0.701388889,0.701388889,0.750697002,0.842667201,0.832151929,0.6996139,0.6996139,0.6996139
140,0.710648148,0.701388889,0.701388889,0.671547218,0.843432539,0.831794333,0.705791506,0.6996139,0.6996139
141,0.763888889,0.701388889,0.701388889,0.638131905,0.835319118,0.832031743,0.737451737,0.6996139,0.6996139
142,0.780092593,0.701388889,0.701388889,0.629101336,0.838554028,0.832579027,0.73976834,0.6996139,0.6996139
143,0.800925926,0.701388889,0.701388889,0.598586938,0.834098183,0.834046793,0.763706564,0.6996139,0.6996139
144,0.796296296,0.701388889,0.701388889,0.58786043,0.841062641,0.832514476,0.756756757,0.6996139,0.6996139
145,0.803240741,0.701388889,0.701388889,0.597027112,0.849827444,0.833895761,0.759073359,0.6996139,0.6996139
146,0.810185185,0.701388889,0.701388889,0.577029095,0.841522881,0.833414796,0.766795367,0.6996139,0.6996139
147,0.800925926,0.701388889,0.701388889,0.560666628,0.835775701,0.831580961,0.761389961,0.6996139,0.6996139
148,0.798611111,0.701388889,0.701388889,0.553386321,0.837282559,0.832298692,0.756756757,0.6996139,0.6996139
149,0.80787037,0.701388889,0.701388889,0.556460323,0.840091933,0.832232061,0.761389961,0.6996139,0.6996139
150,0.80787037,0.701388889,0.701388889,0.549657381,0.84532382,0.832028789,0.768339768,0.6996139,0.6996139
151,0.787037037,0.701388889,0.701388889,0.523446093,0.834327494,0.832124462,0.765250965,0.6996139,0.6996139
152,0.800925926,0.701388889,0.701388889,0.533065614,0.837618471,0.833125872,0.766795367,0.6996139,0.6996139
153,0.793981481,0.701388889,0.701388889,0.524006695,0.836280352,0.832238431,0.753667954,0.6996139,0.6996139
154,0.796296296,0.701388889,0.701388889,0.538463351,0.83699701,0.832016738,0.772200772,0.6996139,0.6996139
155,0.770833333,0.701388889,0.701388889,0.51445357,0.837548719,0.832587953,0.75984556,0.6996139,0.6996139
156,0.803240741,0.701388889,0.701388889,0.551404857,0.837360507,0.834276054,0.780694981,0.6996139,0.6996139
157,0.8125,0.701388889,0.701388889,0.558599317,0.837204361,0.831898546,0.766023166,0.6996139,0.6996139
158,0.814814815,0.701388889,0.701388889,0.51954538,0.837221715,0.832881215,0.769111969,0.6996139,0.6996139
159,0.800925926,0.701388889,0.701388889,0.514297964,0.835490905,0.836495008,0.777606178,0.6996139,0.6996139
